x, y, beta, gamma, rx, ry
0,0,0.333305, 0.0542882, 0.0391116, 0.0600084
0,1,0.680366, 0.117191, 0.069197, 0.120554
0,2,1.00115, 0.179249, 0.0980984, 0.173367
0,3,1.22349, 0.24149, 0.121085, 0.212301
0,4,1.33693, 0.276888, 0.133407, 0.233027
0,5,1.35684, 0.332058, 0.138414, 0.239985
0,6,1.34732, 0.371226, 0.140606, 0.24148
0,7,1.32673, 0.403384, 0.141311, 0.240864
0,8,1.2856, 0.427828, 0.139863, 0.236177
0,9,1.19026, 0.43484, 0.133461, 0.221933
0,10,1.0087, 0.415389, 0.120801, 0.192794
0,11,0.736227, 0.366386, 0.0989476, 0.147094
1,0,0.369813, 0.0686127, 0.0379763, 0.0628084
1,1,0.751075, 0.142337, 0.0742695, 0.132493
1,2,1.08238, 0.216291, 0.108549, 0.189591
1,3,1.29184, 0.278598, 0.129635, 0.225428
1,4,1.35665, 0.332921, 0.138714, 0.240182
1,5,1.35843, 0.380828, 0.142387, 0.243956
1,6,1.34305, 0.423708, 0.144951, 0.244878
1,7,1.31627, 0.475133, 0.148083, 0.244788
1,8,1.28743, 0.511023, 0.14964, 0.242974
1,9,1.22817, 0.546436, 0.150051, 0.236828
1,10,1.08132, 0.569862, 0.14583, 0.216178
1,11,0.830491, 0.578925, 0.134466, 0.178372
2,0,0.384824, 0.12926, 0.0476521, 0.0760134
2,1,0.762688, 0.264952, 0.0941741, 0.141282
2,2,1.0639, 0.375638, 0.126538, 0.198744
2,3,1.2291, 0.461268, 0.147334, 0.230677
2,4,1.28077, 0.517688, 0.155191, 0.242795
2,5,1.2756, 0.564599, 0.159156, 0.245649
2,6,1.26128, 0.601652, 0.161878, 0.246341
2,7,1.23973, 0.644462, 0.165379, 0.246341
2,8,1.21864, 0.675091, 0.167349, 0.245441
2,9,1.17004, 0.721287, 0.170832, 0.241685
2,10,1.06065, 0.773585, 0.173064, 0.229108
2,11,0.854801, 0.828365, 0.171294, 0.20118
3,0,0.37208, 0.232567, 0.0625713, 0.0805705
3,1,0.725311, 0.425911, 0.115388, 0.148431
3,2,0.99388, 0.573477, 0.149371, 0.203474
3,3,1.14425, 0.651677, 0.167405, 0.232721
3,4,1.19882, 0.687785, 0.173004, 0.24372
3,5,1.19757, 0.724078, 0.175687, 0.246296
3,6,1.18383, 0.759628, 0.178361, 0.246937
3,7,1.16254, 0.802915, 0.182434, 0.24703
3,8,1.14149, 0.835869, 0.18595, 0.24642
3,9,1.09118, 0.904884, 0.192869, 0.244159
3,10,0.997355, 0.988814, 0.202197, 0.236526
3,11,0.826397, 1.08708, 0.211167, 0.218834
4,0,0.351504, 0.407753, 0.0880758, 0.0871869
4,1,0.657281, 0.650892, 0.144042, 0.158902
4,2,0.878932, 0.850432, 0.185554, 0.207821
4,3,1.0071, 0.935311, 0.202142, 0.234332
4,4,1.0573, 0.966324, 0.206858, 0.244439
4,5,1.06293, 0.991659, 0.208494, 0.247147
4,6,1.05411, 1.01883, 0.210638, 0.24786
4,7,1.03906, 1.05071, 0.21359, 0.248052
4,8,1.02296, 1.07745, 0.216035, 0.247653
4,9,0.973708, 1.15714, 0.225086, 0.246487
4,10,0.891332, 1.26815, 0.239553, 0.24277
4,11,0.766416, 1.36904, 0.251418, 0.232345
5,0,0.30595, 0.621075, 0.12295, 0.104163
5,1,0.548352, 0.960465, 0.186237, 0.16482
