x,y,r,g,b
0,0,0.00989382, 0.0679109, 0.0307025
0,1,0.00603888, 0.0815207, 0.0311313
0,2,0.0115498, 0.0953701, 0.0220388
0,3,0.00683581, 0.116838, 0.0191516
0,4,0.0127959, 0.098366, 0.016657
0,5,0.00621777, 0.0635189, 0.0022356
0,6,0.00970645, 0.0453666, 0.00437586
0,7,0.00357933, 0.0144091, 0.0122064
0,8,0.0161038, 0.0102306, 0.0175247
0,9,0.0011, 0.0103, 0.0094
1,0,0.00217345, 0.111524, 0.0539937
1,1,0.0278977, 0.163972, 0.0771815
1,2,0.0341171, 0.209668, 0.0844192
1,3,0.0396149, 0.265096, 0.0840971
1,4,0.0544746, 0.244738, 0.0972374
1,5,0.0559252, 0.218398, 0.0935794
1,6,0.058628, 0.175213, 0.0808082
1,7,0.0589914, 0.108808, 0.0662135
1,8,0.0317509, 0.0712707, 0.0337172
1,9,0.0165053, 0.035068, 0.0221293
2,0,0.0251645, 0.201773, 0.167931
2,1,0.0474594, 0.26734, 0.207355
2,2,0.0757047, 0.333635, 0.222993
2,3,0.0896222, 0.402263, 0.211805
2,4,0.116958, 0.385247, 0.223261
2,5,0.135911, 0.359164, 0.198243
2,6,0.138702, 0.304425, 0.156252
2,7,0.131853, 0.207006, 0.133512
2,8,0.0954375, 0.149348, 0.08497
2,9,0.0363977, 0.0747452, 0.0419155
3,0,0.0490546, 0.26008, 0.266933
3,1,0.0805742, 0.343016, 0.333464
3,2,0.130689, 0.430009, 0.352931
3,3,0.177533, 0.498828, 0.334674
3,4,0.220868, 0.511849, 0.324117
3,5,0.249223, 0.516568, 0.283125
3,6,0.25021, 0.464089, 0.226368
3,7,0.230291, 0.348785, 0.179345
3,8,0.159685, 0.242893, 0.101795
3,9,0.073239, 0.115054, 0.0460356
4,0,0.0837458, 0.28594, 0.39204
4,1,0.135944, 0.374743, 0.476757
4,2,0.193336, 0.481979, 0.508209
4,3,0.268118, 0.560894, 0.457889
4,4,0.333474, 0.594431, 0.430573
4,5,0.367393, 0.626583, 0.374614
4,6,0.36166, 0.587521, 0.29443
4,7,0.333784, 0.437443, 0.232328
4,8,0.224935, 0.301246, 0.145603
4,9,0.0986003, 0.152339, 0.052645
5,0,0.133881, 0.271587, 0.493848
5,1,0.211876, 0.382699, 0.620661
5,2,0.290573, 0.460818, 0.625893
5,3,0.389476, 0.553953, 0.563688
5,4,0.453123, 0.589237, 0.514866
5,5,0.511539, 0.634478, 0.446122
5,6,0.492402, 0.594457, 0.360201
5,7,0.427913, 0.478496, 0.30356
5,8,0.303672, 0.350217, 0.200856
5,9,0.137115, 0.19391, 0.0888257
6,0,0.145, 0.223693, 0.533157
6,1,0.248489, 0.304283, 0.658942
6,2,0.374521, 0.388031, 0.676795
6,3,0.487558, 0.505721, 0.619848
6,4,0.559619, 0.556583, 0.571527
6,5,0.613515, 0.604567, 0.490085
6,6,0.583433, 0.592762, 0.403313
6,7,0.492853, 0.486569, 0.335906
6,8,0.327002, 0.352959, 0.205558
6,9,0.157364, 0.187046, 0.0906269
7,0,0.157313, 0.16651, 0.530947
7,1,0.285429, 0.240164, 0.66354
7,2,0.434535, 0.315233, 0.680819
7,3,0.552337, 0.446527, 0.636659
7,4,0.625504, 0.503246, 0.603176
7,5,0.664692, 0.538176, 0.528409
7,6,0.628848, 0.554785, 0.455394
7,7,0.518537, 0.460288, 0.358576
7,8,0.335089, 0.322118, 0.217311
7,9,0.152775, 0.190788, 0.104581
8,0,0.159222, 0.102889, 0.469893
8,1,0.302866, 0.168389, 0.615613
8,2,0.451395, 0.221567, 0.639242
8,3,0.592281, 0.355287, 0.62802
8,4,0.677472, 0.410911, 0.617132
8,5,0.701359, 0.43112, 0.556934
8,6,0.653915, 0.478371, 0.492818
8,7,0.507387, 0.375583, 0.349723
8,8,0.307279, 0.254575, 0.186333
8,9,0.129686, 0.144017, 0.0840037
9,0,0.12143, 0.0419973, 0.350608
9,1,0.272028, 0.110646, 0.473906
9,2,0.41583, 0.159703, 0.524754
9,3,0.544571, 0.278622, 0.552143
9,4,0.636427, 0.349082, 0.579764
9,5,0.612241, 0.350454, 0.491552
9,6,0.539675, 0.33951, 0.404325
9,7,0.418157, 0.274304, 0.287811
9,8,0.238722, 0.172708, 0.152617
9,9,0.110392, 0.112092, 0.0667129
