x, y, beta, gamma, rx, ry
0,0,0.883781, 0.110012, 0.0858422, 0.149793
0,1,1.18164, 0.154921, 0.111552, 0.200175
0,2,1.3507, 0.1906, 0.127089, 0.228477
0,3,1.40883, 0.223551, 0.134186, 0.239921
0,4,1.41761, 0.257994, 0.13747, 0.243973
0,5,1.39921, 0.316378, 0.140202, 0.245451
0,6,1.37154, 0.374628, 0.142447, 0.245557
0,7,1.34318, 0.426219, 0.144195, 0.245104
0,8,1.31732, 0.459252, 0.144756, 0.243537
0,9,1.27723, 0.476285, 0.143117, 0.238601
0,10,1.19342, 0.469185, 0.137185, 0.225259
0,11,0.994691, 0.428961, 0.120948, 0.19161
1,0,0.93794, 0.123902, 0.0885903, 0.157329
1,1,1.25046, 0.16644, 0.117131, 0.211345
1,2,1.37503, 0.232871, 0.133921, 0.23573
1,3,1.39322, 0.299583, 0.142363, 0.243432
1,4,1.37416, 0.37085, 0.148052, 0.246097
1,5,1.33871, 0.453209, 0.153046, 0.246886
1,6,1.30642, 0.521136, 0.156341, 0.247069
1,7,1.27299, 0.587044, 0.160002, 0.24695
1,8,1.24976, 0.627382, 0.16158, 0.246378
1,9,1.23012, 0.643441, 0.161178, 0.244579
1,10,1.17976, 0.642922, 0.158854, 0.236862
1,11,1.03385, 0.61964, 0.149265, 0.212686
2,0,0.906956, 0.198524, 0.0961421, 0.161427
2,1,1.19468, 0.264306, 0.125929, 0.209451
2,2,1.32334, 0.338769, 0.142653, 0.235926
2,3,1.3326, 0.428094, 0.15348, 0.244265
2,4,1.30475, 0.516505, 0.161421, 0.246813
2,5,1.26353, 0.607805, 0.167991, 0.24751
2,6,1.22145, 0.694279, 0.174773, 0.24776
2,7,1.18367, 0.769585, 0.180394, 0.247765
2,8,1.16164, 0.81008, 0.182679, 0.247452
2,9,1.14393, 0.831292, 0.183555, 0.246355
2,10,1.09513, 0.862877, 0.18638, 0.241459
2,11,0.98274, 0.881982, 0.18498, 0.225475
3,0,0.807165, 0.397733, 0.118061, 0.16105
3,1,1.05411, 0.527998, 0.154073, 0.208743
3,2,1.1691, 0.631017, 0.173383, 0.235373
3,3,1.18085, 0.732687, 0.186062, 0.245139
3,4,1.14583, 0.836294, 0.197169, 0.247887
3,5,1.10597, 0.92437, 0.204284, 0.248584
3,6,1.06031, 1.01779, 0.213241, 0.248913
3,7,1.02254, 1.09338, 0.220275, 0.249016
3,8,1.00863, 1.11843, 0.22195, 0.248792
3,9,0.995392, 1.13553, 0.223618, 0.248104
3,10,0.958615, 1.17072, 0.228069, 0.245317
3,11,0.87231, 1.21802, 0.233641, 0.236244
4,0,0.697191, 0.645736, 0.147233, 0.161623
4,1,0.895434, 0.848487, 0.190457, 0.211132
4,2,0.982775, 1.00342, 0.216938, 0.236452
4,3,0.992853, 1.10637, 0.229982, 0.246159
4,4,0.962187, 1.20348, 0.24085, 0.249127
4,5,0.928172, 1.2805, 0.247714, 0.249872
4,6,0.888405, 1.3623, 0.255968, 0.250207
4,7,0.850695, 1.43804, 0.264426, 0.250417
4,8,0.835393, 1.46725, 0.268021, 0.250383
4,9,0.822004, 1.4893, 0.271705, 0.250146
4,10,0.794468, 1.52757, 0.277735, 0.249049
4,11,0.741585, 1.56916, 0.284137, 0.244598
5,0,0.543752, 0.961416, 0.187522, 0.167086
5,1,0.691216, 1.26666, 0.240872, 0.212249
5,2,0.758396, 1.45954, 0.271367, 0.238379
5,3,0.76366, 1.56799, 0.285599, 0.247901
5,4,0.743321, 1.64147, 0.294377, 0.250672
5,5,0.728038, 1.68126, 0.297868, 0.251377
5,6,0.705079, 1.72962, 0.301752, 0.251597
5,7,0.67712, 1.78597, 0.309105, 0.251818
5,8,0.663591, 1.81223, 0.314283, 0.251934
5,9,0.646695, 1.8437, 0.321054, 0.252014
5,10,0.62511, 1.87912, 0.327904, 0.251676
5,11,0.58594, 1.92324, 0.335652, 0.249454
6,0,0.389748, 1.33087, 0.234908, 0.171161
6,1,0.505851, 1.70653, 0.297947, 0.218909
6,2,0.556883, 1.90208, 0.328072, 0.243324
6,3,0.568913, 1.97559, 0.337898, 0.250917
6,4,0.561764, 2.00974, 0.342764, 0.252531
6,5,0.551717, 2.03519, 0.346935, 0.253067
6,6,0.542401, 2.0553, 0.349956, 0.253254
6,7,0.52122, 2.09805, 0.357394, 0.253495
6,8,0.499949, 2.14012, 0.365621, 0.253738
6,9,0.478157, 2.18233, 0.373743, 0.253943
6,10,0.459685, 2.21489, 0.379687, 0.253878
6,11,0.437582, 2.23626, 0.385117, 0.252346
7,0,0.337263, 1.57616, 0.272674, 0.182791
7,1,0.4327, 1.95021, 0.333892, 0.228426
7,2,0.480353, 2.09981, 0.357483, 0.24752
7,3,0.495739, 2.1331, 0.361931, 0.252533
7,4,0.488389, 2.15963, 0.366738, 0.253627
7,5,0.470936, 2.19788, 0.374098, 0.254169
7,6,0.452495, 2.23559, 0.381768, 0.254469
7,7,0.426437, 2.28797, 0.392202, 0.254813
7,8,0.396761, 2.34701, 0.403988, 0.255162
7,9,0.378039, 2.38358, 0.411282, 0.255363
7,10,0.358006, 2.4205, 0.418692, 0.2554
7,11,0.342367, 2.43621, 0.422143, 0.254364
8,0,0.306071, 1.68396, 0.290954, 0.187729
8,1,0.397366, 2.06017, 0.351797, 0.231613
8,2,0.429789, 2.20474, 0.375979, 0.248508
8,3,0.444129, 2.23393, 0.380257, 0.253031
8,4,0.44248, 2.25105, 0.383247, 0.25421
8,5,0.422981, 2.2935, 0.391833, 0.254794
8,6,0.401853, 2.33683, 0.400683, 0.255183
8,7,0.373537, 2.39371, 0.412363, 0.255578
8,8,0.344396, 2.45167, 0.424235, 0.255942
8,9,0.319261, 2.50104, 0.434438, 0.25619
8,10,0.310392, 2.51557, 0.43739, 0.256073
8,11,0.302151, 2.51667, 0.437854, 0.25491
9,0,0.278044, 1.7024, 0.292713, 0.186017
9,1,0.353021, 2.10591, 0.362068, 0.228701
9,2,0.386641, 2.27997, 0.39109, 0.248095
9,3,0.401271, 2.31663, 0.396954, 0.25336
9,4,0.405632, 2.32302, 0.397778, 0.254582
9,5,0.386299, 2.36597, 0.406468, 0.255236
9,6,0.363106, 2.41378, 0.416143, 0.2557
9,7,0.333878, 2.47275, 0.428027, 0.256164
9,8,0.299906, 2.54023, 0.441977, 0.256624
9,9,0.273675, 2.59155, 0.452555, 0.256916
9,10,0.2698, 2.59516, 0.453369, 0.256621
9,11,0.272334, 2.57119, 0.448814, 0.255071
10,0,0.241804, 1.64872, 0.285177, 0.174697
10,1,0.307873, 2.10038, 0.362984, 0.22179
10,2,0.331405, 2.34714, 0.405747, 0.245299
10,3,0.346443, 2.41054, 0.416049, 0.252886
10,4,0.346328, 2.43448, 0.420285, 0.254844
10,5,0.324075, 2.48666, 0.430662, 0.255833
10,6,0.302891, 2.53188, 0.439746, 0.256387
10,7,0.276313, 2.58613, 0.450751, 0.256874
10,8,0.243888, 2.65028, 0.463926, 0.257339
10,9,0.216178, 2.70391, 0.475056, 0.257648
10,10,0.218429, 2.69169, 0.472735, 0.256975
10,11,0.231926, 2.63419, 0.461722, 0.254183
11,0,0.189349, 1.48257, 0.260366, 0.153792
11,1,0.245746, 1.98054, 0.344383, 0.203474
11,2,0.278391, 2.30433, 0.401001, 0.233625
11,3,0.292163, 2.45865, 0.427357, 0.248632
11,4,0.291557, 2.51405, 0.437349, 0.25317
11,5,0.277994, 2.56139, 0.446294, 0.255021
11,6,0.262063, 2.60198, 0.454369, 0.256009
11,7,0.244211, 2.64162, 0.462316, 0.25662
11,8,0.22141, 2.6864, 0.471529, 0.25687
11,9,0.196468, 2.73123, 0.480781, 0.256979
11,10,0.189986, 2.72693, 0.480593, 0.255649
11,11,0.196884, 2.64899, 0.46631, 0.250274
