x,y,r,g,b
0,0,0.0319492, 0.169677, 0.187169
0,1,0.0452501, 0.252798, 0.205985
0,2,0.0548959, 0.320314, 0.206081
0,3,0.0611229, 0.369149, 0.200144
0,4,0.0694607, 0.368405, 0.17193
0,5,0.0635083, 0.309493, 0.121709
0,6,0.0476002, 0.224735, 0.0651683
0,7,0.0310412, 0.134782, 0.033088
0,8,0.0279922, 0.0658495, 0.0163084
0,9,0.0111722, 0.0301986, 0.00911474
1,0,0.0447099, 0.315179, 0.307513
1,1,0.080139, 0.437033, 0.370008
1,2,0.0892424, 0.51787, 0.381103
1,3,0.0965671, 0.574489, 0.366293
1,4,0.134928, 0.599277, 0.321753
1,5,0.144352, 0.549931, 0.233375
1,6,0.144948, 0.449934, 0.137338
1,7,0.14109, 0.348482, 0.087422
1,8,0.101945, 0.228659, 0.0263332
1,9,0.0800223, 0.144747, 0.0185914
2,0,0.068029, 0.436138, 0.432725
2,1,0.0999052, 0.563, 0.503086
2,2,0.117865, 0.639613, 0.509203
2,3,0.132939, 0.680002, 0.471463
2,4,0.176776, 0.713489, 0.405335
2,5,0.204664, 0.684545, 0.291481
2,6,0.224709, 0.591886, 0.172661
2,7,0.232102, 0.4903, 0.122256
2,8,0.199376, 0.358465, 0.0564949
2,9,0.144967, 0.237415, 0.0310612
3,0,0.0917396, 0.510541, 0.549537
3,1,0.120824, 0.643127, 0.621165
3,2,0.169557, 0.73173, 0.624826
3,3,0.223136, 0.761488, 0.564676
3,4,0.275601, 0.818541, 0.471296
3,5,0.336453, 0.816519, 0.347372
3,6,0.385378, 0.745908, 0.230525
3,7,0.401458, 0.671438, 0.176327
3,8,0.358693, 0.524792, 0.095887
3,9,0.271631, 0.356237, 0.0550061
4,0,0.113729, 0.517316, 0.679176
4,1,0.155216, 0.648721, 0.737239
4,2,0.216264, 0.721782, 0.7041
4,3,0.297939, 0.766089, 0.628635
4,4,0.376305, 0.839969, 0.530317
4,5,0.465076, 0.84601, 0.401121
4,6,0.511117, 0.803103, 0.27585
4,7,0.529021, 0.770289, 0.194669
4,8,0.484227, 0.616768, 0.11739
4,9,0.372206, 0.440829, 0.0581943
5,0,0.185337, 0.392786, 0.747378
5,1,0.238487, 0.506885, 0.777971
5,2,0.312692, 0.587033, 0.748615
5,3,0.400324, 0.665477, 0.686563
5,4,0.499395, 0.773459, 0.580481
5,5,0.60702, 0.814432, 0.454435
5,6,0.637501, 0.784691, 0.326822
5,7,0.62074, 0.741563, 0.244446
5,8,0.595769, 0.629998, 0.144592
5,9,0.479005, 0.467507, 0.0896903
6,0,0.242375, 0.281995, 0.781835
6,1,0.322373, 0.370762, 0.794065
6,2,0.431967, 0.445649, 0.765304
6,3,0.524527, 0.533096, 0.713963
6,4,0.638308, 0.647805, 0.622481
6,5,0.739965, 0.698536, 0.514859
6,6,0.757094, 0.694732, 0.393539
6,7,0.731556, 0.654018, 0.296988
6,8,0.704993, 0.552204, 0.19327
6,9,0.575028, 0.427914, 0.110291
7,0,0.26571, 0.16591, 0.80144
7,1,0.378678, 0.253958, 0.813962
7,2,0.512738, 0.327463, 0.785214
7,3,0.612789, 0.42459, 0.737105
7,4,0.725819, 0.538974, 0.644822
7,5,0.804843, 0.58169, 0.529661
7,6,0.809359, 0.591532, 0.419246
7,7,0.796615, 0.570524, 0.311639
7,8,0.759805, 0.483344, 0.204458
7,9,0.610804, 0.378854, 0.125176
8,0,0.312138, 0.0981312, 0.742981
8,1,0.426596, 0.163897, 0.797626
8,2,0.571545, 0.227293, 0.78146
8,3,0.678176, 0.319793, 0.743054
8,4,0.798333, 0.397628, 0.669617
8,5,0.856945, 0.433723, 0.55764
8,6,0.857919, 0.455827, 0.447157
8,7,0.842281, 0.420898, 0.322484
8,8,0.784628, 0.355694, 0.216933
8,9,0.625439, 0.25675, 0.142512
9,0,0.299613, 0.0886743, 0.698351
9,1,0.445237, 0.16107, 0.754769
9,2,0.58926, 0.210181, 0.75344
9,3,0.678819, 0.290689, 0.724467
9,4,0.806886, 0.34291, 0.666518
9,5,0.859209, 0.348559, 0.567289
9,6,0.835801, 0.371855, 0.441553
9,7,0.815479, 0.327313, 0.319671
9,8,0.729274, 0.269109, 0.21039
9,9,0.565846, 0.196451, 0.118155
