x, y, beta, gamma, rx, ry
0,0,0.138984, 0.0226429, 0.0216354, 0.0274169
0,1,0.316259, 0.0497424, 0.0351297, 0.0597518
0,2,0.56187, 0.0818269, 0.0545981, 0.0978437
0,3,0.787708, 0.118952, 0.076183, 0.134819
0,4,0.980017, 0.156033, 0.0967023, 0.169221
0,5,1.08872, 0.182833, 0.104811, 0.186201
0,6,1.13669, 0.214051, 0.113771, 0.196167
0,7,1.07703, 0.265295, 0.114174, 0.192142
0,8,0.983721, 0.300607, 0.108546, 0.179276
0,9,0.810909, 0.315507, 0.0972303, 0.153871
0,10,0.609362, 0.302331, 0.086048, 0.122838
0,11,0.38247, 0.268889, 0.0682173, 0.0852736
1,0,0.165512, 0.0330931, 0.0184941, 0.0276213
1,1,0.388979, 0.0684841, 0.0386119, 0.0711184
1,2,0.677607, 0.115969, 0.0688592, 0.1202
1,3,0.94305, 0.162892, 0.0929024, 0.161005
1,4,1.16252, 0.190767, 0.112042, 0.199618
1,5,1.24861, 0.218552, 0.121496, 0.214074
1,6,1.26062, 0.268676, 0.128174, 0.219964
1,7,1.22098, 0.342308, 0.132075, 0.220332
1,8,1.14693, 0.399366, 0.133148, 0.212262
1,9,0.979878, 0.453539, 0.129622, 0.192219
1,10,0.763988, 0.490141, 0.12255, 0.161635
1,11,0.502989, 0.496099, 0.109249, 0.121788
2,0,0.174522, 0.0295158, 0.0188276, 0.0360167
2,1,0.4214, 0.081761, 0.0464457, 0.0727603
2,2,0.727368, 0.13612, 0.0713161, 0.128223
2,3,1.00082, 0.208408, 0.101241, 0.175806
2,4,1.20824, 0.251433, 0.121759, 0.210507
2,5,1.27826, 0.289698, 0.131192, 0.224676
2,6,1.27958, 0.354488, 0.138269, 0.230323
2,7,1.24471, 0.435447, 0.145188, 0.2309
2,8,1.1817, 0.513089, 0.149879, 0.226991
2,9,1.04808, 0.618197, 0.156161, 0.215151
2,10,0.82992, 0.728122, 0.16136, 0.190491
2,11,0.575223, 0.794638, 0.157386, 0.155158
3,0,0.173024, 0.0378837, 0.0198399, 0.0342515
3,1,0.421934, 0.0911443, 0.0479276, 0.0734145
3,2,0.726286, 0.155787, 0.0717954, 0.128969
3,3,0.999606, 0.255183, 0.104169, 0.17922
3,4,1.18984, 0.329448, 0.128914, 0.214094
3,5,1.24678, 0.396113, 0.140812, 0.228311
3,6,1.24468, 0.472467, 0.151149, 0.234213
3,7,1.20422, 0.577816, 0.162908, 0.235852
3,8,1.14054, 0.680575, 0.173954, 0.234212
3,9,0.999053, 0.852809, 0.191356, 0.226177
3,10,0.806884, 1.04109, 0.212242, 0.211899
3,11,0.585727, 1.15955, 0.220181, 0.188684
4,0,0.16595, 0.0378245, 0.0178973, 0.0272545
4,1,0.392178, 0.0918356, 0.0429421, 0.0740532
4,2,0.678754, 0.159481, 0.0713223, 0.121285
4,3,0.942592, 0.297491, 0.10576, 0.17346
4,4,1.12904, 0.410409, 0.13318, 0.211718
4,5,1.18059, 0.520176, 0.150995, 0.22805
4,6,1.17064, 0.631047, 0.16779, 0.235114
4,7,1.11507, 0.781208, 0.18799, 0.23868
4,8,1.04147, 0.924671, 0.206224, 0.238689
4,9,0.901726, 1.15526, 0.234933, 0.235964
4,10,0.722429, 1.40825, 0.268239, 0.228749
4,11,0.552405, 1.53293, 0.279575, 0.213882
5,0,0.138503, 0.0309445, 0.0206977, 0.0320243
5,1,0.340507, 0.0897572, 0.0410849, 0.0612592
5,2,0.581402, 0.147632, 0.0632922, 0.103739
5,3,0.823028, 0.332176, 0.102696, 0.156074
5,4,0.997161, 0.507058, 0.136475, 0.198835
5,5,1.06699, 0.674439, 0.165457, 0.222564
5,6,1.03584, 0.873394, 0.195083, 0.23358
5,7,0.955828, 1.10184, 0.226997, 0.239793
5,8,0.875583, 1.27595, 0.251481, 0.241602
5,9,0.737813, 1.52882, 0.285977, 0.241034
5,10,0.597735, 1.74392, 0.316604, 0.236842
5,11,0.472411, 1.8409, 0.328568, 0.226431
6,0,0.0926001, 0.0226106, 0.0150634, 0.0190862
6,1,0.246837, 0.0782344, 0.0323418, 0.0436212
6,2,0.423095, 0.130553, 0.0458344, 0.0814975
6,3,0.639209, 0.373965, 0.0973009, 0.133675
6,4,0.795607, 0.631504, 0.144155, 0.175739
6,5,0.857862, 0.904831, 0.188163, 0.209271
6,6,0.829521, 1.1962, 0.232347, 0.227972
6,7,0.755561, 1.48017, 0.272369, 0.239584
6,8,0.683122, 1.65837, 0.299637, 0.243189
6,9,0.571989, 1.8751, 0.331897, 0.243791
6,10,0.478655, 2.01597, 0.354321, 0.240812
6,11,0.398758, 2.05589, 0.360646, 0.232265
7,0,0.055896, 0.0139352, 0.0114745, 0.0117809
7,1,0.151935, 0.053559, 0.0171087, 0.0332719
7,2,0.275504, 0.100199, 0.0302753, 0.0531026
7,3,0.458989, 0.367616, 0.0860687, 0.100757
7,4,0.603225, 0.678373, 0.140909, 0.150291
7,5,0.659393, 1.06554, 0.202863, 0.192069
7,6,0.653849, 1.43315, 0.260175, 0.220344
7,7,0.611038, 1.7266, 0.305435, 0.237596
7,8,0.550872, 1.90371, 0.333534, 0.242551
7,9,0.467063, 2.07725, 0.361659, 0.243798
7,10,0.393825, 2.18717, 0.379668, 0.241679
7,11,0.340681, 2.18436, 0.380174, 0.23398
8,0,0.0220056, 0.00703455, 0.0119677, 0.00921862
8,1,0.0761158, 0.0336791, 0.0118418, 0.0164953
8,2,0.148408, 0.0596352, 0.0241369, 0.0322935
8,3,0.291591, 0.3445, 0.0708547, 0.0758106
8,4,0.421637, 0.692099, 0.132749, 0.122379
8,5,0.49457, 1.14804, 0.206904, 0.173324
8,6,0.521643, 1.5604, 0.275949, 0.210939
8,7,0.515008, 1.85819, 0.32324, 0.233361
8,8,0.484488, 2.00121, 0.346468, 0.240518
8,9,0.426446, 2.13382, 0.369195, 0.242614
8,10,0.367577, 2.21963, 0.384426, 0.240318
8,11,0.326719, 2.19158, 0.380926, 0.231886
9,0,0.0029, 0.0017, 0.0014, 0.0093
9,1,0.0284079, 0.0106597, 0.00899985, 0.00724549
9,2,0.0540043, 0.0254183, 0.00820286, 0.0110936
9,3,0.153115, 0.314575, 0.0613687, 0.0497359
9,4,0.265072, 0.669775, 0.116796, 0.0978934
9,5,0.341538, 1.15365, 0.202151, 0.148442
9,6,0.399383, 1.6003, 0.276817, 0.193852
9,7,0.425441, 1.92202, 0.330972, 0.225339
9,8,0.418473, 2.05312, 0.354078, 0.234649
9,9,0.398908, 2.12341, 0.365767, 0.237076
9,10,0.352588, 2.18186, 0.376596, 0.235153
9,11,0.312164, 2.13752, 0.370709, 0.226129
10,0,0, 0.0049, 0.0031, 0.0038
10,1,0.0059, 0.0068, 0.0056, 0.006
10,2,0.0054, 0.0087, 0.0069, 0.0024
10,3,0.0721539, 0.266515, 0.0455808, 0.0372883
10,4,0.14915, 0.591997, 0.102628, 0.0768781
10,5,0.225299, 1.06677, 0.185981, 0.125974
10,6,0.294857, 1.52598, 0.261344, 0.171029
10,7,0.331741, 1.9021, 0.32798, 0.208529
10,8,0.364919, 2.0006, 0.343551, 0.222393
10,9,0.361158, 2.06782, 0.355027, 0.226908
10,10,0.337648, 2.08002, 0.358211, 0.224858
10,11,0.311023, 1.98116, 0.341503, 0.211758
11,0,0.0098, 0.0072, 0.0089, 0.0068
11,1,0.0015, 0.0076, 0.0045, 0.0087
11,2,0.0091, 0.0056, 0.0088, 0.0014
11,3,0.0475776, 0.20917, 0.0374318, 0.026345
11,4,0.112787, 0.472769, 0.0864121, 0.0604833
11,5,0.166719, 0.869594, 0.149317, 0.0979631
11,6,0.229294, 1.28826, 0.223954, 0.141853
11,7,0.274718, 1.62252, 0.279586, 0.177959
11,8,0.299132, 1.79463, 0.309244, 0.194151
11,9,0.301551, 1.92528, 0.333234, 0.206911
11,10,0.305213, 1.87734, 0.324258, 0.203013
11,11,0.266039, 1.71674, 0.297529, 0.183926
