x,y,r,g,b
0,0,0.070595, 0.282859, 0.373395
0,1,0.117495, 0.420064, 0.449418
0,2,0.167427, 0.542524, 0.533937
0,3,0.177152, 0.636386, 0.532355
0,4,0.248092, 0.675938, 0.524118
0,5,0.374439, 0.708038, 0.495527
0,6,0.371165, 0.635372, 0.336677
0,7,0.356061, 0.553146, 0.225999
0,8,0.297428, 0.443549, 0.15885
0,9,0.193126, 0.325464, 0.0623208
1,0,0.095197, 0.330976, 0.451659
1,1,0.120087, 0.477613, 0.582566
1,2,0.172102, 0.587964, 0.658784
1,3,0.204004, 0.656846, 0.638546
1,4,0.28434, 0.709799, 0.589431
1,5,0.399471, 0.7388, 0.497626
1,6,0.434709, 0.69788, 0.340902
1,7,0.467175, 0.616272, 0.241529
1,8,0.428236, 0.520002, 0.185156
1,9,0.326766, 0.391023, 0.0873982
2,0,0.128471, 0.350131, 0.537065
2,1,0.170207, 0.486593, 0.674532
2,2,0.202812, 0.601953, 0.72486
2,3,0.250018, 0.644198, 0.69175
2,4,0.323598, 0.686732, 0.617049
2,5,0.450622, 0.710602, 0.499078
2,6,0.514418, 0.682454, 0.338239
2,7,0.572858, 0.631358, 0.247717
2,8,0.544831, 0.54062, 0.199434
2,9,0.427117, 0.414731, 0.101305
3,0,0.111979, 0.328339, 0.54673
3,1,0.170402, 0.442498, 0.663077
3,2,0.254252, 0.526414, 0.729501
3,3,0.295046, 0.572657, 0.707874
3,4,0.383433, 0.614434, 0.63281
3,5,0.513318, 0.631883, 0.495436
3,6,0.588585, 0.614223, 0.349087
3,7,0.649232, 0.575816, 0.276629
3,8,0.632765, 0.526444, 0.185606
3,9,0.499871, 0.404744, 0.117611
4,0,0.132171, 0.249172, 0.499736
4,1,0.195872, 0.338366, 0.654849
4,2,0.28088, 0.402574, 0.724773
4,3,0.351679, 0.438408, 0.708892
4,4,0.464091, 0.476914, 0.630884
4,5,0.599439, 0.482353, 0.476169
4,6,0.68116, 0.464911, 0.335932
4,7,0.71368, 0.452225, 0.250853
4,8,0.681775, 0.415125, 0.163521
4,9,0.551165, 0.351042, 0.122382
5,0,0.113999, 0.169368, 0.4259
5,1,0.20987, 0.230771, 0.576009
5,2,0.33064, 0.277995, 0.680075
5,3,0.413532, 0.299525, 0.676465
5,4,0.555098, 0.332713, 0.622343
5,5,0.672124, 0.33318, 0.466107
5,6,0.728483, 0.336699, 0.33677
5,7,0.727837, 0.344955, 0.257496
5,8,0.684019, 0.333951, 0.169869
5,9,0.538829, 0.272264, 0.127682
6,0,0.0848712, 0.080044, 0.300386
6,1,0.194322, 0.117113, 0.445186
6,2,0.29792, 0.131245, 0.518319
6,3,0.438513, 0.148128, 0.55093
6,4,0.575313, 0.167973, 0.569737
6,5,0.684486, 0.193697, 0.439299
6,6,0.726637, 0.22108, 0.329524
6,7,0.707289, 0.228384, 0.258379
6,8,0.629057, 0.21289, 0.161388
6,9,0.488934, 0.189801, 0.122496
7,0,0.0551514, 0.0535222, 0.208315
7,1,0.132895, 0.0358022, 0.28952
7,2,0.269576, 0.0580021, 0.386615
7,3,0.370116, 0.0870849, 0.419317
7,4,0.520689, 0.104888, 0.450044
7,5,0.621421, 0.105083, 0.396199
7,6,0.626694, 0.121594, 0.298885
7,7,0.593438, 0.122313, 0.226157
7,8,0.534917, 0.11215, 0.146444
7,9,0.393057, 0.125804, 0.063468
8,0,0.0535565, 0.0620397, 0.0669353
8,1,0.0923705, 0.0121819, 0.148296
8,2,0.187281, 0.0638458, 0.229226
8,3,0.294996, 0.0376445, 0.28828
8,4,0.395515, 0.060056, 0.304593
8,5,0.460846, 0.0590146, 0.264218
8,6,0.495406, 0.0490752, 0.210594
8,7,0.441295, 0.0509532, 0.165586
8,8,0.401776, 0.0604649, 0.1042
8,9,0.271736, 0.0414331, 0.0425861
9,0,0.00392157, 0.0431373, 0.0470588
9,1,0.0316188, 0.0722487, 0.0835526
9,2,0.105615, 0.0595408, 0.120284
9,3,0.186036, 0.00933718, 0.148682
9,4,0.263827, 0.0398697, 0.162551
9,5,0.282923, 0.0442136, 0.140665
9,6,0.296436, 0.0185985, 0.112571
9,7,0.285864, 0.0302534, 0.122565
9,8,0.232325, 0.0596743, 0.0527922
9,9,0.182212, 0.025274, 0.0188471
